,account,date,text,compound,positive,neutral,negative
126,CBS,Sat Jan 13 14:32:07 +0000 2018,Don’t miss the AFC Divisional game! Stream the Tennessee Titans at New England Patriots LIVE tonight at 8:15PM ET w… https://t.co/X34bNfms3j,-0.2244,0.0,0.914,0.086
127,CBS,Fri Jan 12 21:39:27 +0000 2018,Star power makes these commercials instant classics! Vote for your favorite spot now and watch Super Bowl Greatest… https://t.co/DwBhTazToF,0.8016,0.297,0.703,0.0
128,CBS,Fri Jan 12 12:00:05 +0000 2018,Four-time GRAMMY® winner @KeithUrban inspires the next generation of young artists through music education. Because… https://t.co/1a32zReMrn,0.7717,0.324,0.676,0.0
129,CBS,Thu Jan 11 20:34:24 +0000 2018,Here's why @startrekcbs needs to be your next binge: https://t.co/locrpdx0VT #StarTrekDiscovery https://t.co/XOMuprlXzG,0.0,0.0,1.0,0.0
130,CBS,Thu Jan 11 20:31:42 +0000 2018,RT @Elementary_CBS: Your favorite detective duo is back! #Elementary returns April 30 at 10/9c! https://t.co/aG8XiwAd6S,0.555,0.204,0.796,0.0
131,CBS,Thu Jan 11 20:31:33 +0000 2018,"RT @CodeBlackCBS: Return to Angels Memorial on Wednesday, May 2 for season 3 of #CodeBlack. https://t.co/ZmfuQhOwoU",0.0,0.0,1.0,0.0
132,CBS,Thu Jan 11 12:00:06 +0000 2018,#TBT to when @latelateshow's @JKCorden rolled into the 2017 #GRAMMYs! Don't miss him return to host The 60th Annual… https://t.co/CbczcnV3HK,0.1867,0.084,0.916,0.0
133,CBS,Wed Jan 10 17:15:18 +0000 2018,Hosts @7BOOMERESIASON &amp; @DanielaRuah return in Super Bowl Greatest Commercials 2018 pitting man vs. beast! Cast you… https://t.co/bk8OKTblMw,0.8553,0.344,0.656,0.0
134,CBS,Wed Jan 10 14:44:59 +0000 2018,"Music's Biggest Night® just got bigger with epic performances by @BrunoMars with @iamcardib, @KeshaRose, @sza and m… https://t.co/rCWrP6PihR",0.0,0.0,1.0,0.0
135,CBS,Tue Jan 09 19:30:28 +0000 2018,RT @BullCBS: Dr. #Bull's latest case could change the way Psychologists work. Don't miss tonight's new episode at 9/8c on CBS! https://t.co…,0.1867,0.076,0.924,0.0
136,CBS,Tue Jan 09 19:27:16 +0000 2018,"?@Prince pushed the envelope and never settled for ordinary.

Celebrate the greatest artists in music history at Th… https://t.co/GPZ9YgK1tH",0.836,0.317,0.683,0.0
137,CBS,Tue Jan 09 18:29:39 +0000 2018,RT @AmazingRaceCBS: This race is just getting started. Catch a new episode of The #AmazingRace tomorrow at 8/7c on CBS! https://t.co/Nab5DC…,0.0,0.0,1.0,0.0
138,CBS,Mon Jan 08 18:07:57 +0000 2018,RT @startrekcbs: #StarTrekDiscovery is back! Episode 10 is now streaming on CBS All Access: https://t.co/xPeb97Rs8J https://t.co/Uvgab7nGgS,0.0,0.0,1.0,0.0
139,CBS,Mon Jan 08 14:34:48 +0000 2018,"New year, new case. Watch the latest episode of #NCISLA now: https://t.co/1rAsX4EsiB https://t.co/QzRZcORK9r",0.0,0.0,1.0,0.0
140,CBS,Mon Jan 08 14:29:20 +0000 2018,RT @AmazingRaceCBS: Which teams are zipping through the first leg of the #AmazingRace? https://t.co/8isAwPyrLY,0.0,0.0,1.0,0.0
141,CBS,Mon Jan 08 00:29:51 +0000 2018,RT @MadamSecretary: Is VP Hurst going to work with or against Elizabeth? Stream a new #MadamSecretary live with CBS All Access: https://t.c…,0.0,0.0,1.0,0.0
142,CBS,Sat Jan 06 20:05:17 +0000 2018,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",0.0,0.0,1.0,0.0
143,CBS,Sat Jan 06 19:04:08 +0000 2018,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,0.8271,0.314,0.686,0.0
144,CBS,Sat Jan 06 19:03:38 +0000 2018,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,-0.7717,0.0,0.774,0.226
145,CBS,Sat Jan 06 00:37:55 +0000 2018,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",0.0,0.0,1.0,0.0
146,CBS,Sat Jan 06 00:30:53 +0000 2018,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,0.0,0.0,1.0,0.0
147,CBS,Fri Jan 05 18:30:42 +0000 2018,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",0.0,0.0,1.0,0.0
148,CBS,Fri Jan 05 16:05:58 +0000 2018,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",0.0,0.0,1.0,0.0
149,CBS,Thu Jan 04 23:13:02 +0000 2018,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",0.1867,0.11,0.89,0.0
150,CBS,Thu Jan 04 14:43:09 +0000 2018,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",-0.296,0.0,0.879,0.121
151,CBS,Wed Jan 03 20:33:09 +0000 2018,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",0.5423,0.179,0.821,0.0
152,CBS,Wed Jan 03 19:51:15 +0000 2018,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,-0.5267,0.0,0.833,0.167
153,CBS,Wed Jan 03 15:00:05 +0000 2018,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,0.5423,0.143,0.857,0.0
154,CBS,Wed Jan 03 12:00:01 +0000 2018,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",0.0,0.0,1.0,0.0
155,CBS,Wed Jan 03 00:47:26 +0000 2018,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",-0.7692,0.0,0.733,0.267
156,CBS,Tue Jan 02 22:41:51 +0000 2018,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,0.8516,0.34,0.66,0.0
157,CBS,Tue Jan 02 08:00:03 +0000 2018,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",0.0,0.0,1.0,0.0
158,CBS,Mon Jan 01 01:16:12 +0000 2018,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",0.0,0.0,1.0,0.0
159,CBS,Sun Dec 31 14:37:05 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,0.7798,0.264,0.736,0.0
160,CBS,Sat Dec 30 20:25:20 +0000 2017,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",0.0,0.0,1.0,0.0
161,CBS,Sat Dec 30 20:24:58 +0000 2017,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,0.3612,0.116,0.884,0.0
162,CBS,Fri Dec 29 16:06:02 +0000 2017,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,0.0857,0.157,0.699,0.144
163,CBS,Thu Dec 28 20:31:01 +0000 2017,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",0.1511,0.121,0.783,0.096
164,CBS,Thu Dec 28 19:28:22 +0000 2017,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,0.0,0.0,1.0,0.0
165,CBS,Wed Dec 27 22:45:05 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,0.875,0.357,0.643,0.0
166,CBS,Wed Dec 27 21:04:10 +0000 2017,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",0.7717,0.295,0.705,0.0
167,CBS,Wed Dec 27 19:52:02 +0000 2017,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,0.8452,0.337,0.663,0.0
168,CBS,Wed Dec 27 19:40:34 +0000 2017,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",0.0,0.0,1.0,0.0
169,CBS,Wed Dec 27 12:00:01 +0000 2017,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",0.7003,0.234,0.766,0.0
170,CBS,Wed Dec 27 07:27:33 +0000 2017,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,0.8398,0.36,0.64,0.0
171,CBS,Wed Dec 27 04:00:52 +0000 2017,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,0.8221,0.336,0.664,0.0
172,CBS,Wed Dec 27 03:59:48 +0000 2017,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without ?All Night Long? ? #KCHonors,0.0,0.0,1.0,0.0
173,CBS,Wed Dec 27 03:36:01 +0000 2017,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,0.8271,0.42,0.58,0.0
174,CBS,Wed Dec 27 03:35:29 +0000 2017,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ??,0.8103,0.315,0.685,0.0
175,CBS,Wed Dec 27 03:03:49 +0000 2017,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,0.0,0.0,1.0,0.0
176,CBS,Wed Dec 27 03:03:26 +0000 2017,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,0.5255,0.22,0.78,0.0
177,CBS,Wed Dec 27 02:57:56 +0000 2017,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ???????,0.7096,0.247,0.753,0.0
178,CBS,Wed Dec 27 02:48:52 +0000 2017,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,0.7345,0.36,0.64,0.0
179,CBS,Wed Dec 27 02:45:34 +0000 2017,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. ???,0.6124,0.174,0.826,0.0
180,CBS,Wed Dec 27 02:28:07 +0000 2017,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,0.3699,0.298,0.702,0.0
181,CBS,Wed Dec 27 02:26:46 +0000 2017,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,0.8748,0.526,0.474,0.0
182,CBS,Wed Dec 27 02:20:11 +0000 2017,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,0.9601,0.566,0.434,0.0
183,CBS,Wed Dec 27 02:00:29 +0000 2017,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,0.8908,0.346,0.654,0.0
184,CBS,Wed Dec 27 01:08:32 +0000 2017,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",0.0,0.0,1.0,0.0
185,CBS,Tue Dec 26 12:00:01 +0000 2017,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",0.2415,0.218,0.61,0.173
186,CBS,Mon Dec 25 12:00:05 +0000 2017,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",0.5106,0.191,0.809,0.0
187,CBS,Mon Dec 25 00:48:24 +0000 2017,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",-0.2263,0.0,0.899,0.101
188,CBS,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",0.7574,0.289,0.711,0.0
189,CBS,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,0.7974,0.273,0.727,0.0
190,CBS,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",0.0,0.0,1.0,0.0
191,CBS,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",0.0,0.0,1.0,0.0
192,CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",0.8236,0.286,0.714,0.0
193,CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,0.7712,0.355,0.645,0.0
194,CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,0.743,0.311,0.583,0.107
195,CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,0.8687,0.365,0.635,0.0
196,CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",-0.1531,0.104,0.769,0.127
197,CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,0.9422,0.469,0.531,0.0
198,CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",0.6588,0.241,0.759,0.0
199,CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",0.6597,0.278,0.722,0.0
200,CNN,Mon Jan 15 05:09:27 +0000 2018,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/8dq8El6pT2,0.0772,0.075,0.925,0.0
201,CNN,Mon Jan 15 04:56:49 +0000 2018,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/MtlXANYUbc",0.4973,0.139,0.861,0.0
202,CNN,Mon Jan 15 04:32:15 +0000 2018,Reuters chief says journalists jailed in Myanmar need the public https://t.co/AqoUUA021H https://t.co/Mb9DksdwZN,-0.4939,0.0,0.775,0.225
203,CNN,Mon Jan 15 04:30:14 +0000 2018,Iran has released more than 400 people detained in anti-government protests that broke out across the country in la… https://t.co/JWjB2FnbeX,-0.7506,0.0,0.697,0.303
204,CNN,Mon Jan 15 04:30:11 +0000 2018,Diet Coke is introducing four new flavors and a skinnier can in a move targeted at Millennials… https://t.co/AJCy2ZDJEW,0.0,0.0,1.0,0.0
205,CNN,Mon Jan 15 04:22:10 +0000 2018,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/jUCB6rZpuZ https://t.co/oQ1MzmmfBi,-0.2023,0.0,0.886,0.114
206,CNN,Mon Jan 15 04:01:51 +0000 2018,This is how people in Hawaii reacted to the missile scare https://t.co/RGxi6lzXEz https://t.co/7wbiOuYRPf,-0.4939,0.0,0.789,0.211
207,CNN,Mon Jan 15 03:53:02 +0000 2018,Oil tanker burning in the East China Sea sinks https://t.co/fXyBozdAy7 https://t.co/TDxiPF4m3K,0.0,0.0,1.0,0.0
208,CNN,Mon Jan 15 03:47:03 +0000 2018,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/ABxifbiD8Y",0.6209,0.233,0.701,0.066
209,CNN,Mon Jan 15 03:41:06 +0000 2018,"Former US Defense Secretary Chuck Hagel called President Donald Trump ""an embarrassment"" and said he ""is doing grea… https://t.co/RBu9ly88f8",-0.34,0.07,0.794,0.136
210,CNN,Mon Jan 15 03:31:21 +0000 2018,Here's a 2018 guide to Macau's best casinos https://t.co/NxOy7F0bLZ via @CNNTravel https://t.co/qiKuWFw8sY,0.6369,0.296,0.704,0.0
211,CNN,Mon Jan 15 03:30:05 +0000 2018,Pope Francis faces tensions on South America trip https://t.co/fgCzAXzNp2 https://t.co/nWNbl5PRMN,-0.4019,0.0,0.769,0.231
212,CNN,Mon Jan 15 03:19:41 +0000 2018,The NFL playoff game between the Pittsburgh Steelers and Jacksonville Jaguars went off without a hitch Sunday after… https://t.co/W8Cxr9AyxG,0.0,0.0,1.0,0.0
213,CNN,Mon Jan 15 03:06:51 +0000 2018,Republican Sen. Jeff Flake expected to deliver floor speech comparing Donald Trump's attacks on media to the rhetor… https://t.co/YdvUmj4SWe,-0.4404,0.0,0.861,0.139
214,CNN,Mon Jan 15 02:58:02 +0000 2018,"Pope Francis' trip to South America this week is supposed to be all about peace, unity and hope. But the pontiff co… https://t.co/7ahjjpVlOA",0.7506,0.234,0.766,0.0
215,CNN,Mon Jan 15 02:48:54 +0000 2018,What went wrong with Hawaii's false emergency alert https://t.co/fjy61y5FMG,-0.5423,0.158,0.432,0.41
216,CNN,Mon Jan 15 02:30:04 +0000 2018,Lawmakers bemoan backlash over President Trump's comments amid bipartisan push for DACA deal https://t.co/D7aieSPe9j https://t.co/GhpLsBugxt,0.0,0.0,1.0,0.0
217,CNN,Mon Jan 15 02:30:04 +0000 2018,This is how the missile detection and emergency messaging systems are supposed to work — and what went wrong in Haw… https://t.co/7iVBPidjFw,-0.6908,0.0,0.769,0.231
218,CNN,Mon Jan 15 02:25:51 +0000 2018,"'This place is a shithole' projected onto Trump hotel, with emojis https://t.co/DWVdDmSPUk",0.0,0.0,1.0,0.0
219,CNN,Mon Jan 15 02:08:25 +0000 2018,"A growing movement is targeting single-use plastic straws, which are not recyclable and often end up littering the… https://t.co/IdAcBXI7vh",0.1779,0.091,0.909,0.0
220,CNN,Mon Jan 15 05:09:27 +0000 2018,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/8dq8El6pT2,0.0772,0.075,0.925,0.0
221,CNN,Mon Jan 15 04:56:49 +0000 2018,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/MtlXANYUbc",0.4973,0.139,0.861,0.0
222,CNN,Mon Jan 15 04:32:15 +0000 2018,Reuters chief says journalists jailed in Myanmar need the public https://t.co/AqoUUA021H https://t.co/Mb9DksdwZN,-0.4939,0.0,0.775,0.225
223,CNN,Mon Jan 15 04:30:14 +0000 2018,Iran has released more than 400 people detained in anti-government protests that broke out across the country in la… https://t.co/JWjB2FnbeX,-0.7506,0.0,0.697,0.303
224,CNN,Mon Jan 15 04:30:11 +0000 2018,Diet Coke is introducing four new flavors and a skinnier can in a move targeted at Millennials… https://t.co/AJCy2ZDJEW,0.0,0.0,1.0,0.0
225,CNN,Mon Jan 15 04:22:10 +0000 2018,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/jUCB6rZpuZ https://t.co/oQ1MzmmfBi,-0.2023,0.0,0.886,0.114
226,CNN,Mon Jan 15 04:01:51 +0000 2018,This is how people in Hawaii reacted to the missile scare https://t.co/RGxi6lzXEz https://t.co/7wbiOuYRPf,-0.4939,0.0,0.789,0.211
227,CNN,Mon Jan 15 03:53:02 +0000 2018,Oil tanker burning in the East China Sea sinks https://t.co/fXyBozdAy7 https://t.co/TDxiPF4m3K,0.0,0.0,1.0,0.0
228,CNN,Mon Jan 15 03:47:03 +0000 2018,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/ABxifbiD8Y",0.6209,0.233,0.701,0.066
229,CNN,Mon Jan 15 03:41:06 +0000 2018,"Former US Defense Secretary Chuck Hagel called President Donald Trump ""an embarrassment"" and said he ""is doing grea… https://t.co/RBu9ly88f8",-0.34,0.07,0.794,0.136
230,CNN,Mon Jan 15 03:31:21 +0000 2018,Here's a 2018 guide to Macau's best casinos https://t.co/NxOy7F0bLZ via @CNNTravel https://t.co/qiKuWFw8sY,0.6369,0.296,0.704,0.0
231,CNN,Mon Jan 15 03:30:05 +0000 2018,Pope Francis faces tensions on South America trip https://t.co/fgCzAXzNp2 https://t.co/nWNbl5PRMN,-0.4019,0.0,0.769,0.231
232,CNN,Mon Jan 15 03:19:41 +0000 2018,The NFL playoff game between the Pittsburgh Steelers and Jacksonville Jaguars went off without a hitch Sunday after… https://t.co/W8Cxr9AyxG,0.0,0.0,1.0,0.0
233,CNN,Mon Jan 15 03:06:51 +0000 2018,Republican Sen. Jeff Flake expected to deliver floor speech comparing Donald Trump's attacks on media to the rhetor… https://t.co/YdvUmj4SWe,-0.4404,0.0,0.861,0.139
234,CNN,Mon Jan 15 02:58:02 +0000 2018,"Pope Francis' trip to South America this week is supposed to be all about peace, unity and hope. But the pontiff co… https://t.co/7ahjjpVlOA",0.7506,0.234,0.766,0.0
235,CNN,Mon Jan 15 02:48:54 +0000 2018,What went wrong with Hawaii's false emergency alert https://t.co/fjy61y5FMG,-0.5423,0.158,0.432,0.41
236,CNN,Mon Jan 15 02:30:04 +0000 2018,Lawmakers bemoan backlash over President Trump's comments amid bipartisan push for DACA deal https://t.co/D7aieSPe9j https://t.co/GhpLsBugxt,0.0,0.0,1.0,0.0
237,CNN,Mon Jan 15 02:30:04 +0000 2018,This is how the missile detection and emergency messaging systems are supposed to work — and what went wrong in Haw… https://t.co/7iVBPidjFw,-0.6908,0.0,0.769,0.231
238,CNN,Mon Jan 15 02:25:51 +0000 2018,"'This place is a shithole' projected onto Trump hotel, with emojis https://t.co/DWVdDmSPUk",0.0,0.0,1.0,0.0
239,CNN,Mon Jan 15 02:08:25 +0000 2018,"A growing movement is targeting single-use plastic straws, which are not recyclable and often end up littering the… https://t.co/IdAcBXI7vh",0.1779,0.091,0.909,0.0
240,CNN,Mon Jan 15 02:00:20 +0000 2018,"Donald Trump owes each and every American money, writes Dean Obeidallah for @CNNOpinion https://t.co/m6JA2YQRuw https://t.co/HIKd2YKp2g",0.0,0.0,1.0,0.0
241,CNN,Mon Jan 15 01:54:22 +0000 2018,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/IarWjcTR36,0.0772,0.075,0.925,0.0
242,CNN,Mon Jan 15 01:39:04 +0000 2018,"""They made a mistake."" Donald Trump makes first comments about the false ballistic missile alert sent out by Hawaii… https://t.co/h2DXwJFtX2",0.296,0.109,0.891,0.0
243,CNN,Mon Jan 15 01:30:08 +0000 2018,Nearly 180 people have been killed in Syria's Eastern Ghouta in two weeks https://t.co/h12qDm3sdI https://t.co/H47o7fn2u4,-0.6705,0.0,0.757,0.243
244,CNN,Mon Jan 15 01:15:01 +0000 2018,"A member of Qatar's royal family has said he is being held against his will in the United Arab Emirates, a claim di… https://t.co/oZpLazCALD",0.4215,0.118,0.882,0.0
245,CNN,Mon Jan 15 01:06:43 +0000 2018,US President Donald Trump defended himself on Sunday night after several days of controversy over his remarks about… https://t.co/fDuwcKRkc9,0.0,0.0,1.0,0.0
246,CNN,Mon Jan 15 01:00:17 +0000 2018,A bipartisan group of New Jersey elected officials has teamed up to oppose President Trump's offshore drilling prop… https://t.co/CGFm69CuTg,0.0,0.0,1.0,0.0
247,CNN,Mon Jan 15 00:56:20 +0000 2018,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/lVHf3DgznS",0.4973,0.139,0.861,0.0
